,numer_sta,date,dd,ff,t,ww,rr3,rr6,rr12,rr24,hour,DATE,ff_X,ff_Y,ff_weekly,ff24,rr_weekly,rr_monthly
1870,7650,20181122120000,150,5.2,289.95,0,0.0,0.0,0.2,1.2,120000,2018-11-22,-4.503332099679081,2.5999999999999996,28.745021488571144,7.94360918686105,6.3,132.8
1871,7650,20181123120000,80,8.2,288.25,0,0.2,2.5,6.3,7.7,120000,2018-11-23,1.4239150568688292,8.075423574700105,34.20177358085215,7.266453347464652,13.8,140.5
1872,7650,20181124120000,270,2.9,285.65,0,0.0,0.0,0.0,18.9,120000,2018-11-24,-5.327213576290986e-16,-2.9,34.78266471775427,7.592173932441262,32.5,159.4
1873,7650,20181125120000,110,5.3,287.15,0,0.0,0.0,0.0,0.0,120000,2018-11-25,-1.8127067596260442,4.9803708901653145,50.415660588892884,14.29102173501062,30.3,159.4
1874,7650,20181126120000,330,9.8,282.95,0,0.0,0.0,0.0,8.5,120000,2018-11-26,8.487048957087497,-4.900000000000005,36.27844732941912,5.635981489308027,38.9,167.5
1875,7650,20181127120000,330,12.9,284.85,0,0.0,0.0,0.0,0.0,120000,2018-11-27,11.171727708819255,-6.4500000000000055,28.97280833937013,13.921460875621642,38.9,167.6
1876,7650,20181128120000,290,4.0,284.45,0,0.0,0.0,0.0,0.0,120000,2018-11-28,1.3680805733026729,-3.758770483143634,14.355139040479267,15.147446866192007,36.3,136.1
1877,7650,20181129120000,130,5.2,289.35,0,0.0,0.0,0.0,0.0,120000,2018-11-29,-3.342495570370004,3.9834311042186865,36.887333444881776,12.895725393242026,35.1,111.1
1878,7650,20181130120000,40,4.1,283.45,63,11.4,11.4,11.4,11.4,120000,2018-11-30,3.14078221678781,2.6354291997148107,44.24716490477853,20.504137655495036,38.8,98.4
1879,7650,20200301120000,210,1.4,286.35,0,0.2,0.2,2.4,2.8,120000,2020-03-01,-1.212435565298214,-0.7000000000000001,45.600814523263644,19.16730561303546,22.7,94.3
1880,7650,20200302120000,270,10.4,286.35,0,0.4,2.4,4.6,4.6,120000,2020-03-02,-1.910449006669871e-15,-10.4,40.44170300895712,23.02778091347868,27.3,97.5
1881,7650,20200303120000,280,7.8,284.25,0,0.0,0.0,0.0,-0.1,120000,2020-03-03,1.3544557858020538,-7.681500473495223,38.05768510634414,34.39988095389173,18.7,97.39999999999999
1882,7650,20200304120000,290,6.8,285.15,0,0.0,0.0,0.0,-0.1,120000,2020-03-04,2.3257369746145438,-6.389909821344178,30.079570763700026,32.34852102521246,18.6,97.4
1883,7650,20200305120000,140,9.7,288.55,0,0.4,0.4,0.4,0.4,120000,2020-03-05,-7.430631098254085,6.235039813959433,44.98211643263827,16.518482462357234,19.0,74.19999999999999
1884,7650,20200306120000,280,8.8,284.85,0,0.0,0.0,0.0,3.9,120000,2020-03-06,1.528103963468984,-8.666308226507432,38.81070409058011,21.296587649931364,22.9,77.5
1885,7650,20200307120000,330,11.0,287.05,0,0.0,0.0,0.0,0.0,120000,2020-03-07,9.526279441628823,-5.500000000000005,22.427560382263742,31.835334189275823,11.5,72.9
