,LIEU_VILLE,LIEU_CODE_POSTAL,LIEU_COORD_GPS_X,LIEU_COORD_GPS_Y,NOM_ZONE,TYPE_LIEU_V2_1,TYPE_LIEU_V2_2,TYPE_DECHET,SURFACE,DATE,VOLUME_TOTAL,dd,ff24,ff_weekly,t,ww,rr24,rr_weekly,rr_monthly,NB_DECHET_SECTEUR_ALIMENTATION,NB_DECHET_SECTEUR_TABAC,NB_DECHET_SECTEUR_PHARMACEUTIQUE/PARAMÉDICAL,wind_flow,saison
126,Marseille,13009,5.444205082,43.21245799,Calanque de Morgiou,Littoral (terrestre),Port,Présent au sol (abandonné) ou échoué,28075.68083,2021-08-05,540,280.0,32.08352120753608,61.47990281177901,299.55,0.0,0.4,10.5,153.5,36,0,24,O,Eté
127,Marseille,13007,5.362208778,43.29385067,Quai Marcel Pagnol,Littoral (terrestre),Port,Présent au sol (abandonné) ou échoué,813.5535111,2021-08-14,1200,210.0,28.342676747575723,54.62875307816363,308.35,0.0,0.0,0.2,133.10000000000002,0,0,0,SSO,Eté
128,Marseille,13007,5.349989115,43.28539567,Vallon des Auffes,Mer-Océan,Mer-Océan,Flottant,6023.914792,2021-08-22,440,240.0,34.47876204026325,101.45624691855426,303.05,0.0,0.0,2.2,13.0,48,0,4,SO,Eté
129,Marseille,13000,5.291286616,43.35811044,Plage de corbières,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,126570.3256,2021-09-13,6000,200.0,28.888087292836087,102.55140081004355,301.25,0.0,0.2,3.0,50.800000000000004,1700,1000,0,SSO,Automne
130,Marseille,13007,5.352691221,43.28009529,Anse de la fausse monnaie,Littoral (terrestre),Rocher et crique,Présent au sol (abandonné) ou échoué,4163.882117,2021-10-02,81.5,180.0,10.591185684984358,164.6535176078762,297.55,0.0,0.0,6.7,43.89999999999999,25,380,6,S,Automne
131,Marseille,13007,5.299475433,43.2697844,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,268.580368,2018-01-05,100,,,,,,,,,209,30,0,,Hiver
132,Marseille,13007,5.299469803,43.26979619,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,416.075846,2017-10-05,20,240.0,24.585848917281904,161.90186150878102,297.65,0.0,0.0,2.0,2.1,135,44,1,SO,Automne
133,Marseille,13007,5.299471319,43.26978009,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,411.325434,2017-07-06,10,,,,,,,,,117,43,3,,Eté
134,Marseille,13007,5.299465881,43.26979162,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,276.7056324,2017-04-13,30,,,,,,,,,673,275,15,,Printemps
135,Marseille,13007,5.299460419,43.26979545,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,300.192692,2017-01-10,100,,,,,,,,,1715,106,35,,Hiver
136,Marseille,13007,5.299473078,43.26977178,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,876.6582464,2021-09-23,17.4,300.0,39.55555413303412,93.27514663433583,299.05,0.0,0.2,10.5,39.6,122,117,16,ONO,Automne
137,Marseille,13011,5.485516547,43.28714284,La Valentine,Cours d'eau,Berge naturelle (hors plage),Enfoui,32979.93995,2021-10-02,14000,180.0,10.591185684984358,164.6535176078762,297.55,0.0,0.0,6.7,43.89999999999999,835,0,0,S,Automne
138,Marseille,13008,5.373788284,43.25887077,plage prado ecale borely,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné),198683.1364,2021-10-06,200,320.0,17.125408826433265,176.7447408779686,292.15,0.0,0.4,41.3,74.7,7,0,1000,NO,Automne
139,Marseille,13007,5.354212291,43.29026604,Musée subaquatique de Marseille - Catalans,Mer-Océan,Mer-Océan,Flottant,21025.90261,2021-10-09,372.5,290.0,21.08985093729789,187.75362847922088,294.35,0.0,0.0,41.3,66.69999999999999,237,12,17,O,Automne
140,Marseille,13008,5.372668138,43.25501613,Escale Borely,Mer-Océan,Mer-Océan,Flottant,27372.27272,2021-10-10,214,270.0,28.492928489938926,182.8887745651762,292.35,0.0,0.0,41.3,66.69999999999999,49,1,10,O,Automne
141,Marseille,13008,5.342324335,43.2159566,anse de la Maronaise - les Goudes,Mer-Océan,Mer-Océan,Flottant,15358.35245,2021-10-15,900,260.0,32.608710127292476,193.09166050608576,293.55,0.0,0.0,0.5999999999999999,67.3,0,0,0,OSO,Automne
142,Marseille,13008,5.346731012,43.21328802,Callelongue & Cap Croisette,Littoral (terrestre),Rocher et crique,Présent au sol (abandonné) ou échoué,201163.4822,2021-10-10,7950,270.0,28.492928489938926,182.8887745651762,292.35,0.0,0.0,41.3,66.69999999999999,1965,1000,0,O,Automne
143,Marseille,13009,5.403546189,43.27129357,promenade Dromel,Zone urbaine,"Parc urbain, Jardin public",Présent au sol (abandonné),14664.99696,2021-10-25,50,250.0,19.78241609777997,170.45819253463958,293.25,0.0,0.0,6.200000000000001,50.0,22,2,0,OSO,Automne
144,Marseille,13008,5.373182187,43.25767285,plage de l'huveaune,Mer-Océan,Mer-Océan,Flottant,79018.85827,2021-10-17,1455,260.0,30.65582893590142,197.20735330808645,293.35,0.0,0.4,0.9999999999999999,67.8,156,0,110,OSO,Automne
146,Marseille,13008,5.346873082,43.21355161,Fort Napoléon,Littoral (terrestre),"Espace naturel en arrière plage/côte (calanques, colline …)",Présent au sol (abandonné),57503.82294,2021-10-21,1230,310.0,15.521959370128974,166.8620622685373,293.15,0.0,5.9,6.6000000000000005,74.3,129,1250,40,ONO,Automne
147,Marseille,13008,5.34377091,43.21415192,Colline Maronaise,Littoral (terrestre),"Espace naturel en arrière plage/côte (calanques, colline …)",Présent au sol (abandonné),29901.04923,2021-10-21,250,310.0,15.521959370128974,166.8620622685373,293.15,0.0,5.9,6.6000000000000005,74.3,42,308,6,ONO,Automne
148,Marseille,13008,5.343230684,43.2159414,Plage de la Maronaise / Digues / Goudes,Littoral (terrestre),Digue et ouvrage,Flottant,21026.59107,2021-10-21,175,310.0,15.521959370128974,166.8620622685373,293.15,0.0,5.9,6.6000000000000005,74.3,55,500,11,ONO,Automne
149,Marseille,13008,5.340740201,43.2140792,Maronnaise Est / Cap Croisette,Littoral (terrestre),Rocher et crique,Présent au sol (abandonné) ou échoué,22726.5071,2021-10-21,232,310.0,15.521959370128974,166.8620622685373,293.15,0.0,5.9,6.6000000000000005,74.3,50,250,7,ONO,Automne
150,Marseille,13008,5.340278002,43.21454373,Plage Croisette,Littoral (terrestre),"Plage (sable, galets, gravillons)",Flottant,2647.206372,2021-10-21,460,310.0,15.521959370128974,166.8620622685373,293.15,0.0,5.9,6.6000000000000005,74.3,13,0,10,ONO,Automne
151,Marseille,13008,5.368974193,43.25751551,plage de l'huveaune,Mer-Océan,Mer-Océan,Flottant,316710.3376,2021-10-24,3751,250.0,19.77864233063525,177.48954655718637,293.35,0.0,0.2,6.4,55.4,375,6,29,OSO,Automne
152,Marseille,13008,5.34056567,43.21591333,Les Goudes,Mer-Océan,Mer-Océan,Flottant,66647.89285,2021-11-06,857,320.0,50.04849294936568,225.5074877104153,288.35,0.0,0.0,17.0,17.8,0,0,0,NO,Automne
153,Marseille,13009,5.401618152,43.23072384,Quartier autour de l'école des Calanques et Vallon de la Jarre,Zone naturelle ou rurale (hors littoral et montagne),Champ - prairie - lande - garrigue - maquis,Présent au sol (abandonné),702381.1134,2021-09-24,0,290.0,40.63254768156276,89.78725548719304,299.45,0.0,0.2,2.0,39.800000000000004,0,0,0,O,Automne
154,Marseille,13009,5.431762825,43.23556668,Luminy,Zone naturelle ou rurale (hors littoral et montagne),Sentier et chemin,Présent au sol (abandonné),196344.0334,2021-09-18,0,260.0,26.41683963151251,87.18948409727346,299.15,0.0,0.0,19.599999999999998,43.2,0,0,0,OSO,Automne
155,Marseille,13008,5.367288023,43.24552858,Digue Est du Port de la Pointe Rouge,Littoral (terrestre),Digue et ouvrage,Présent au sol (abandonné) ou échoué,6687.671784,2022-01-08,3951,300.0,40.497256863419295,177.75489292412982,285.65,0.0,-0.1,0.6,5.0,1502,100,370,ONO,Hiver
156,Marseille,13006,5.370487624,43.28466095,Notre Dame de la Garde,Zone urbaine,"Parc urbain, Jardin public",Présent au sol (abandonné),5275.925127,2022-02-13,8542,130.0,31.82379519590756,127.3111190540564,286.25,0.0,0.0,0.0,9.9,2066,30000,340,SE,Hiver
157,Marseille,13008,5.372392682,43.25210912,Digue et plage de la vieille chapelle,Littoral (terrestre),Digue et ouvrage,Présent au sol (abandonné) ou échoué,18419.03984,2021-11-18,460,340.0,10.53495688770829,178.02832726276492,288.35,0.0,0.0,16.799999999999997,42.9,49,100,8,NNO,Automne
158,Marseille,13008,5.375237965,43.25636234,Plage Borely,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,168.4432518,2021-11-25,30,300.0,5.601734281542097,169.88787168371312,284.35,63.0,24.4,30.299999999999997,73.2,2,0,1,ONO,Automne
159,Marseille,13008,5.342204648,43.21508282,Marseille - Anse de la maronaire,Littoral (terrestre),Rocher et crique,Enfoui,8226.704948,2021-06-05,979,260.0,29.587432043473008,204.68819926469698,300.35,0.0,0.2,5.3,8.9,0,0,0,OSO,Eté
160,Marseille,13007,5.355154305,43.29059708,Plage des catalans - Marseille,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,10672.28726,2021-09-04,4325.5,260.0,7.362347425254658,126.63695308694108,299.55,0.0,15.1,15.4,57.0,1492,30000,132,OSO,Automne
161,Marseille,13007,5.346191252,43.28161962,Plateau de malmousque - Marseille,Littoral (terrestre),Digue et ouvrage,Présent au sol (abandonné) ou échoué,5671.458464,2021-09-05,1431,260.0,7.740735849278503,125.19536465854206,302.05,0.0,0.0,15.4,57.0,2339,20524,94,OSO,Automne
162,Marseille,13008,5.341847477,43.21486927,Calanques Goudes - Marseille,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,12498.76639,2021-09-11,1605,260.0,25.588177533735166,106.86686180647173,300.85,0.0,0.8,2.8,50.6,1529,5521,154,OSO,Automne
163,Marseille,13008,5.374594831,43.2554341,Plage du prado - Marseille,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,129971.6346,2021-10-06,520,320.0,17.125408826433265,176.7447408779686,292.15,0.0,0.4,41.3,74.7,0,200,0,NO,Automne
164,Marseille,13008,5.375239353,43.2580611,Epluchure beach,Littoral (terrestre),"Plage (sable, galets, gravillons)",Enfoui,7909.120244,2021-10-06,5000,320.0,17.125408826433265,176.7447408779686,292.15,0.0,0.4,41.3,74.7,0,0,0,NO,Automne
165,Marseille,13008,5.344716213,43.2164707,Port des Goudes,Littoral (terrestre),Digue et ouvrage,Présent au sol (abandonné) ou échoué,2881.060495,2021-08-20,1797,260.0,35.99001326054975,100.27811230085933,303.75,0.0,0.0,2.2,84.9,0,0,0,OSO,Eté
166,Marseille,13008,5.350748523,43.2296748,"Spots calanque de Samena, Mauvais Pas et Mont Rose",Littoral (terrestre),Rocher et crique,Présent au sol (abandonné),236355.2549,2019-05-25,630,240.0,28.172054876584678,82.15531944605121,294.85,0.0,0.0,5.1,10.4,340,0,0,SO,Printemps
167,Marseille,13008,5.371760931,43.25823901,plage du Prado/embouchure de l'Huveaune,Mer-Océan,Mer-Océan,Flottant,109905.635,2021-12-18,2175,270.0,21.380991796573266,193.45732442489992,282.25,0.0,0.0,0.0,24.3,49,0,3,O,Hiver
168,Marseille,13007,5.299486719,43.26979772,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,491.9193969,2022-01-12,18.25,240.0,54.99632641284415,197.69730639050687,281.25,0.0,0.0,0.0,4.9,176,29,18,SO,Hiver
169,Marseille,13008,5.344851266,43.2138226,Colline anse de la Maronaise,Littoral (terrestre),"Espace naturel en arrière plage/côte (calanques, colline …)",Présent au sol (abandonné) ou échoué,114485.6306,2022-06-04,290,270.0,17.050479512378317,75.22547045636057,304.15,0.0,0.0,2.3999999999999977,36.9,67,180,15,O,Eté
170,Marseille,13008,5.366069775,43.24536823,Port de la pointe rouge,Littoral (terrestre),Port,Présent au sol (abandonné) ou échoué,6435.27116,2022-01-22,450,330.0,24.916110270737413,204.63646728491887,281.95,0.0,0.0,-0.2,4.7,366,408,13,NO,Hiver
171,Marseille,13008,5.375238761,43.25647122,Plage Crabes,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,5524.597049,2021-03-16,2.1,330.0,54.97948209434172,210.22438249306742,285.95,0.0,0.0,-0.1,-0.1999999999999999,9,2,2,NO,Printemps
172,Marseille,13007,5.352794436,43.28052763,Anse de la Fausse Monnaie,Littoral (terrestre),Port,Echoué,117.7933624,2021-03-16,0.08,330.0,54.97948209434172,210.22438249306742,285.95,0.0,0.0,-0.1,-0.1999999999999999,1,0,0,NO,Printemps
173,Marseille,13007,5.34854263,43.28230229,Anse de Malmousque,Littoral (terrestre),Port,Flottant,162.2870068,2021-03-19,1.36,360.0,70.46046715318226,219.33128069384935,280.25,61.0,0.6,0.6,0.4000000000000001,19,0,0,NNO,Printemps
174,Marseille,13007,5.350299753,43.28044437,Anse de Maldormé,Littoral (terrestre),Rocher et crique,Enfoui,391.9474058,2021-03-24,0.3,270.0,43.77763879222844,223.87989241119197,288.65,0.0,0.0,1.4,1.2000000000000002,7,17,1,O,Printemps
175,Marseille,13008,5.368225193,43.26331397,Digue plage Prado / David,Littoral (terrestre),Digue et ouvrage,Présent au sol (abandonné) ou échoué,1178.33852,2021-04-02,1.59,290.0,14.676901083511973,90.58558053823924,294.55,0.0,0.0,26.299999999999997,50.699999999999996,14,6,0,O,Printemps
176,Marseille,13007,5.35281662,43.28044828,Anse Fausse Monnaie,Littoral (terrestre),Port,Echoué,123.7881797,2021-04-06,0.16,310.0,48.073532028676006,101.09368091435539,284.05,10.0,0.0,3.0,53.5,2,3,0,ONO,Printemps
177,Marseille,13007,5.350306959,43.28044376,Anse Maldormé,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,278.9533301,2021-04-06,0.4,310.0,48.073532028676006,101.09368091435539,284.05,10.0,0.0,3.0,53.5,10,26,0,ONO,Printemps
178,Marseille,13007,5.348553578,43.28231506,ANse de Malmousque,Littoral (terrestre),Port,Flottant,161.6690313,2021-04-06,0.25,310.0,48.073532028676006,101.09368091435539,284.05,10.0,0.0,3.0,53.5,2,1,1,ONO,Printemps
179,Marseille,13008,5.371063746,43.2447632,Plage Pointe Rouge,Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,4168.265312,2021-04-07,2.1,320.0,52.346461437702295,103.2605355572863,283.55,0.0,0.0,3.0,53.5,66,50,3,NO,Printemps
180,Marseille,13007,5.35282814,43.28047688,Anse de la Fausse Monnaie,Littoral (terrestre),Port,Echoué,96.72374147,2021-04-08,0.28,250.0,52.811782076022766,107.55585982068008,288.55,0.0,0.0,3.0,51.7,2,0,0,OSO,Printemps
181,Marseille,13008,5.342871191,43.21484695,Plage de la Maronaise,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,585.3438315,2021-04-08,2,250.0,52.811782076022766,107.55585982068008,288.55,0.0,0.0,3.0,51.7,86,19,2,OSO,Printemps
182,Marseille,13009,5.420089966,43.21003469,Plage Sormiou,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,704.5345916,2021-04-12,9.6,330.0,36.49248147465341,123.95141696385882,285.45,0.0,7.2,23.799999999999997,74.5,44,4,0,NO,Printemps
183,Marseille,13008,5.374651658,43.25465015,Escale Borely,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,44638.2327,2022-02-06,1940,310.0,61.914108328711656,111.37714419746244,285.25,10.0,0.0,-0.1,12.6,377,2270,138,ONO,Hiver
184,Marseille,13008,5.37329867,43.25381944,Escale Borely,Littoral (terrestre),Digue et ouvrage,Présent au sol (abandonné) ou échoué,289964.9551,2022-02-06,3730,310.0,61.914108328711656,111.37714419746244,285.25,10.0,0.0,-0.1,12.6,1067,9090,105,ONO,Hiver
185,Marseille,13008,5.378771878,43.25787885,Hippodrome Borely,Zone urbaine,"Parc urbain, Jardin public",Présent au sol (abandonné),193697.0836,2022-02-06,5000,310.0,61.914108328711656,111.37714419746244,285.25,10.0,0.0,-0.1,12.6,0,0,0,ONO,Hiver
186,Marseille,13007,5.352770708,43.28011066,Anse de la fausse monnaie,Littoral (terrestre),Rocher et crique,Présent au sol (abandonné) ou échoué,2684.691892,2022-02-26,223.5,270.0,58.30903481228895,175.72910168376686,285.55,0.0,0.0,-0.1,26.6,188,701,10,O,Hiver
187,Marseille,13014,5.386891028,43.31940516,"Exterieurs du collège Henri Wallon, Marseille 13014",Zone urbaine,"Parc urbain, Jardin public",Présent au sol (abandonné),8373.337057,2022-01-13,172,270.0,60.32226961507387,197.77136263452303,281.15,0.0,0.0,-0.2,4.9,90,130,47,O,Hiver
188,Marseille,13013,5.408961792,43.32814099,"COllège Auguste Renoir, cour + espace naturels",Zone urbaine,"Parc urbain, Jardin public",Présent au sol (abandonné),11995.13671,2022-02-04,278.5,250.0,65.76387031669546,113.81483196443753,287.15,0.0,-0.1,-0.1,15.5,1292,0,47,OSO,Hiver
189,Marseille,13008,5.395327026,43.26780733,99 boulevard Michelet,Cours d'eau,Berge naturelle (hors plage),Présent au sol (abandonné),862.4556102,2022-03-20,4653,140.0,28.21778601502734,23.49230922863017,289.85,0.0,0.0,2.5,2.9000000000000004,518,1000,0,SE,Printemps
190,Marseille,13008,5.374274881,43.25311003,Plages de l'Escale Borely,Littoral (terrestre),"Parc urbain, Jardin public",Présent au sol (abandonné),181434.7303,2022-04-30,3310,270.0,29.336273291055917,164.36400192338255,296.85,0.0,0.0,11.899999999999997,15.399999999999997,519,26000,127,O,Printemps
191,Marseille,13008,5.371019433,43.26267401,Plage du Prado Nord,Littoral (terrestre),"Parc urbain, Jardin public",Présent au sol (abandonné) ou échoué,122899.127,2022-06-05,790,250.0,13.757576645362528,69.19819582133607,301.85,0.0,0.0,0.999999999999998,37.0,372,12001,11,OSO,Eté
